Form_Number,Age,Gender,No.of dependents,Occupation,City,"Education(1-ungraduate, 2-graduate,3-postgraduate)",Personal Income(in $),Personal Income,Family Income(in $),Family Income,Amount invested In last 6 months,Amount invested till date(in $),Amount invested till date,Earnings till date(NFT),Retained,last_transaction
1594,52,Male,0,self_employed,1258,3,59969.02,4497676.5,63970.79,12794158,9.15,0.61,9.15,377374.00,0,01-12-2019
1596,83,Male,0,retired,1096,2,3812.08,285906,3501.9,700380,2.85,0.19,2.85,5229.00,0,03-12-2019
1597,50,Male,0,self_employed,637,3,3157.81,236835.75,3155.8,631160,2.4,0.16,2.4,5848.00,0,02-11-2019
1598,87,Female,0,self_employed,1020,1,8273.59,620519.25,8273.59,1654718,0.9,0.06,0.9,18020.00,0,18-07-2019
1599,61,Male,1,self_employed,1096,3,5783.23,433742.25,5602.65,1120530,101408.4,6760.56,101408.4,5439.00,1,31-12-2019
1600,47,Male,0,salaried,531,3,9888.13,741609.75,9844.54,1968908,5.85,0.39,5.85,21262.00,0,14-12-2019
1601,49,Male,,self_employed,146,3,2080.68,156051,2102.51,420502,2.1,0.14,2.1,8433.00,0,29-03-2019
1602,79,Male,0,self_employed,1096,3,3535.77,265182.75,3548.94,709788,9.15,0.61,9.15,7710.00,0,NaT
1603,45,Male,0,salaried,146,2,28985.28,2173896,29535.36,5907072,2.1,0.14,2.1,72723.00,0,04-01-2019
1604,42,Female,2,self_employed,409,3,1122.22,84166.5,1957.41,391482,18221.55,1214.77,18221.55,7829.00,0,31-07-2019
1605,47,Female,0,self_employed,1020,2,8906.07,667955.25,8697.44,1739488,1216.65,81.11,1216.65,2347.00,0,18-12-2019
1606,86,Male,0,retired,146,2,6062.14,454660.5,5514.26,1102852,8.1,0.54,8.1,9827.00,0,NaT
1607,38,Male,0,self_employed,52,2,2017.12,151284,1992.14,398428,19416.45,1294.43,19416.45,2931.00,0,05-11-2019
1608,39,Female,0,self_employed,1232,2,2450.13,183759.75,1493.65,298730,3.15,0.21,3.15,2639.00,0,31-10-2019
1609,90,,,self_employed,1458,3,31022.24,2326668,33261.23,6652246,5353.05,356.87,5353.05,80800.00,0,NaT
1610,42,Male,0,self_employed,1325,2,3376.35,253226.25,3003.05,600610,8686.5,579.1,8686.5,11670.00,0,05-12-2019
1611,30,Female,0,self_employed,61,2,2553.13,191484.75,2107.23,421446,6.15,0.41,6.15,3576.00,0,30-11-2019
1612,52,Male,0,self_employed,862,2,7715.76,578682,8079.86,1615972,12861.45,857.43,12861.45,11309.00,1,21-12-2019
1613,34,Female,0,self_employed,1268,3,16081,1206075,13847.4,2769480,874.05,58.27,874.05,20700.00,0,24-12-2019
1614,41,Female,0,self_employed,334,2,675.06,50629.5,2051.52,410304,4528.5,301.9,4528.5,827.00,0,08-12-2019
1615,60,Male,0,self_employed,11,2,8327.24,624543,8327.24,1665448,4.95,0.33,4.95,18204.00,0,NaT
1616,54,Female,0,self_employed,255,3,1431.73,107379.75,4330.82,866164,9.9,0.66,9.9,9603.00,1,01-06-2019
1617,39,Male,0,salaried,1121,3,1970.1,147757.5,2357.99,471598,5707.35,380.49,5707.35,1750.00,1,14-12-2019
1618,27,Male,0,self_employed,1020,1,6838.62,512896.5,2812.42,562484,14357.4,957.16,14357.4,2639.00,0,16-12-2019
1619,54,Female,0,self_employed,146,2,9964.35,747326.25,9916.73,1983346,2.55,0.17,2.55,20853.00,0,NaT
1620,90,,,self_employed,334,1,2237.34,167800.5,1764.29,352858,120994.65,8066.31,120994.65,3562.00,0,14-11-2019
1621,30,Male,1,self_employed,1020,2,2755.48,206661,3899.01,779802,14591.1,972.74,14591.1,22741.00,0,31-12-2019
1622,45,Male,0,self_employed,409,2,4100.09,307506.75,4016.04,803208,8.4,0.56,8.4,8948.00,0,28-12-2019
1623,35,Male,0,self_employed,1146,2,804.99,60374.25,5344.19,1068838,42864.45,2857.63,42864.45,16328.00,0,NaT
1624,61,Male,0,salaried,834,2,8005.38,600403.5,3181.35,636270,2146.5,143.1,2146.5,10391.00,0,03-10-2019
1626,50,Female,1,self_employed,15,2,2944.82,220861.5,3592.97,718594,8.4,0.56,8.4,7938.00,0,08-10-2019
1627,34,Female,,self_employed,630,3,523.1,39232.5,1484.15,296830,36436.35,2429.09,36436.35,1842.00,0,21-11-2019
1628,34,Male,1,self_employed,1198,2,3517.53,263814.75,3716,743200,2443.95,162.93,2443.95,13904.00,0,14-08-2019
1629,53,Female,0,salaried,409,2,5553.34,416500.5,5677.48,1135496,7.35,0.49,7.35,13425.00,0,31-12-2018
1630,46,Male,0,self_employed,745,2,3630.74,272305.5,3630.74,726148,3.15,0.21,3.15,7939.00,0,13-06-2019
1631,60,Female,0,self_employed,1096,2,7506.05,562953.75,8548.17,1709634,17678.85,1178.59,17678.85,19268.00,0,03-12-2019
1632,66,Male,,retired,1003,2,4928.54,369640.5,3267.27,653454,4364.7,290.98,4364.7,186.00,0,06-11-2019
1634,56,Male,0,self_employed,665,3,1906.73,143004.75,1906.73,381346,2.55,0.17,2.55,4170.00,0,NaT
1635,52,Male,0,self_employed,1088,2,6686.08,501456,6812.74,1362548,0.6,0.04,0.6,16133.00,0,27-02-2019
1637,35,Male,0,self_employed,1232,1,2381.08,178581,2241.39,448278,69258,4617.2,69258,4479.00,1,24-12-2019
1638,47,Female,0,salaried,146,1,15813.66,1186024.5,8102.15,1620430,6194.25,412.95,6194.25,5202.00,0,12-12-2019
1639,40,Male,1,self_employed,1525,2,8384.76,628857,8158.88,1631776,14989.5,999.3,14989.5,13537.00,0,23-11-2019
1640,33,Male,0,self_employed,905,3,2228.57,167142.75,2217.81,443562,8.55,0.57,8.55,3784.00,0,04-10-2019
1642,59,Male,0,self_employed,1020,1,23903.18,1792738.5,26493.25,5298650,6.6,0.44,6.6,74822.00,0,12-12-2019
1643,51,Female,,self_employed,,2,1360.95,102071.25,1566.08,313216,2377.5,158.5,2377.5,1454.00,0,12-12-2019
1644,15,Female,0,student,334,2,101.34,7600.5,4471.25,894250,62375.55,4158.37,62375.55,6260.00,1,29-08-2019
1645,29,Female,0,student,334,2,3879.28,290946,2430.95,486190,42970.65,2864.71,42970.65,4017.00,0,31-12-2019
1646,48,Male,0,salaried,1417,2,4812.81,360960.75,4920.07,984014,8.4,0.56,8.4,11409.00,0,09-06-2019
1647,59,Male,0,self_employed,1525,3,4007.64,300573,4781.35,956270,5360.85,357.39,5360.85,14237.00,0,02-04-2019
1648,41,Female,0,self_employed,146,2,9920.81,744060.75,9860.1,1972020,582.45,38.83,582.45,20828.00,1,07-11-2019
1649,90,Male,0,salaried,318,3,2510.73,188304.75,2506.4,501280,0.9,0.06,0.9,5641.00,0,22-10-2019
1650,33,Female,0,salaried,664,3,11774.68,883101,11938.5,2387700,21254.85,1416.99,21254.85,25773.00,0,18-12-2019
1651,47,Female,0,salaried,409,3,1032.11,77408.25,1600.66,320132,8454.3,563.62,8454.3,3722.00,0,26-11-2019
1652,42,Male,2,self_employed,1232,2,1506.74,113005.5,6681.38,1336276,170318.1,11354.54,170318.1,31407.00,0,21-12-2019
1653,41,Male,3,salaried,1348,3,1162.18,87163.5,1522.93,304586,15629.55,1041.97,15629.55,656.00,1,31-12-2019
1654,31,Male,0,salaried,623,1,14575.79,1093184.25,14853.06,2970612,5357.4,357.16,5357.4,18263.00,0,11-09-2019
1655,68,Male,2,retired,1040,2,1986.78,149008.5,1986.78,397356,10.35,0.69,10.35,4343.00,0,11-05-2019
1656,23,Female,0,student,479,2,4426.36,331977,1898.91,379782,8578.5,571.9,8578.5,2076.00,0,03-12-2019
1658,37,Female,0,self_employed,969,3,1069.24,80193,2138.7,427740,3.45,0.23,3.45,7059.00,1,17-07-2019
1659,50,Female,0,self_employed,334,2,15500.9,1162567.5,16018.36,3203672,23449.65,1563.31,23449.65,39262.00,0,31-12-2019
1660,55,Male,0,self_employed,,3,22162.4,1662180,22883.56,4576712,3535720.65,235714.71,3535720.65,7296.00,1,28-12-2019
1661,42,Male,0,salaried,1020,2,1805.76,135432,5550.88,1110176,24481.95,1632.13,24481.95,7406.00,0,07-12-2019
1662,51,Male,0,self_employed,1635,3,4220.05,316503.75,4220.05,844010,2.4,0.16,2.4,9225.00,0,NaT
1663,67,Male,2,salaried,394,3,2064.28,154821,2426.79,485358,6.6,0.44,6.6,5421.00,0,01-03-2019
1664,39,Male,0,salaried,623,2,3302.73,247704.75,4782.03,956406,4994.85,332.99,4994.85,5815.00,0,08-09-2019
1665,61,Female,0,self_employed,905,2,2046.15,153461.25,4147.91,829582,627.15,41.81,627.15,12121.00,1,08-03-2019
1666,38,Male,1,self_employed,1020,2,1236.7,92752.5,4659.56,931912,8274.45,551.63,8274.45,16095.00,1,23-11-2019
1667,46,Female,,self_employed,1096,2,5416.37,406227.75,5425.27,1085054,10.5,0.7,10.5,11864.00,0,NaT
1668,52,Male,0,salaried,834,3,7977.84,598338,1882.36,376472,29769.6,1984.64,29769.6,3808.00,0,10-08-2019
1669,34,Male,0,self_employed,1525,3,1867.27,140045.25,1866.9,373380,6.6,0.44,6.6,4057.00,0,NaT
1670,56,Male,0,salaried,15,3,6923.8,519285,7014.04,1402808,6495.6,433.04,6495.6,26329.00,0,11-12-2019
1671,68,Female,0,self_employed,1020,3,2504.37,187827.75,3352.94,670588,10714.65,714.31,10714.65,10281.00,0,31-10-2019
1672,51,Female,1,self_employed,1020,1,2079.5,155962.5,2146.69,429338,116.1,7.74,116.1,4919.00,0,NaT
1673,46,Female,0,self_employed,575,3,2418.95,181421.25,2391.3,478260,0.9,0.06,0.9,4354.00,0,08-10-2019
1674,58,Female,1,self_employed,243,3,21462.32,1609674,13265.17,2653034,169707,11313.8,169707,2651.00,0,24-12-2019
1675,81,Female,0,self_employed,1016,3,3032.43,227432.25,3032.43,606486,5.4,0.36,5.4,2996.00,1,22-09-2019
1676,32,Female,0,salaried,468,3,1651.4,123855,1651.4,330280,7.05,0.47,7.05,3625.00,0,NaT
1677,22,Female,,self_employed,575,2,3205.22,240391.5,2561.79,512358,44365.05,2957.67,44365.05,1855.00,0,31-12-2019
1678,32,Female,,self_employed,34,1,892.43,66932.25,2312.71,462542,10714.95,714.33,10714.95,11624.00,0,NaT
1679,71,Male,0,self_employed,1525,3,1864.58,139843.5,1823.19,364638,0.15,0.01,0.15,7681.00,0,04-12-2019
1680,41,Male,0,self_employed,409,3,2657.52,199314,1831.77,366354,25723.35,1714.89,25723.35,1838.00,0,25-12-2019
1681,50,Male,2,salaried,623,2,2258.42,169381.5,2680.1,536020,11029.05,735.27,11029.05,4386.00,0,23-11-2019
1682,52,Female,0,salaried,1096,2,8775.27,658145.25,4419.08,883816,1.35,0.09,1.35,9395.00,0,21-12-2019
1683,45,Female,,self_employed,9,3,1430.44,107283,1730.41,346082,10.05,0.67,10.05,2905.00,0,17-09-2019
1684,41,Male,2,self_employed,334,2,6444.23,483317.25,7277.11,1455422,18592.35,1239.49,18592.35,9383.00,0,30-11-2019
1685,38,Male,0,salaried,800,2,5764.46,432334.5,5606.87,1121374,3.6,0.24,3.6,10570.00,0,17-09-2019
1686,55,Female,0,self_employed,1232,2,14879.67,1115975.25,15337.5,3067500,180519.15,12034.61,180519.15,21813.00,0,23-10-2019
1687,56,Male,2,self_employed,334,2,6602.48,495186,8797.93,1759586,8187.45,545.83,8187.45,24076.00,0,25-12-2019
1688,43,Female,0,self_employed,1416,2,4693.66,352024.5,4693.66,938732,10.5,0.7,10.5,10274.00,0,23-06-2019
1689,30,Female,0,self_employed,751,1,390.9,29317.5,9142.95,1828590,5.55,0.37,5.55,47507.00,1,23-01-2019
1690,41,Male,0,salaried,146,2,1613.69,121026.75,1611.38,322276,8.85,0.59,8.85,3516.00,0,05-06-2019
1692,41,Female,0,self_employed,1589,3,475.07,35630.25,2202.61,440522,3.45,0.23,3.45,10860.00,0,26-09-2019
1693,64,Female,0,self_employed,491,3,1688,126600,1618.77,323754,10.5,0.7,10.5,3766.00,1,12-12-2019
1694,75,Female,0,retired,146,2,1685.28,126396,1726.41,345282,1267.8,84.52,1267.8,3494.00,0,02-11-2019
1696,20,Male,0,self_employed,762,1,11470.14,860260.5,11613.89,2322778,5.85,0.39,5.85,32308.00,0,26-12-2019
1697,48,Female,,self_employed,914,3,5335.22,400141.5,4152.09,830418,0.45,0.03,0.45,5349.00,0,14-12-2019
1698,35,Male,0,self_employed,1096,3,2542.27,190670.25,2222.68,444536,4520.7,301.38,4520.7,2983.00,0,21-12-2019
1699,36,Female,0,self_employed,1020,2,171.85,12888.75,2473.39,494678,9.6,0.64,9.6,2114.00,1,17-10-2019
1700,32,Male,0,self_employed,154,2,7207.91,540593.25,7218.87,1443774,6.45,0.43,6.45,16854.00,0,01-09-2019
1701,42,Female,0,salaried,146,3,3524.76,264357,1717.79,343558,1072.5,71.5,1072.5,1842.00,0,24-09-2019
1702,34,Male,,self_employed,1232,2,3327.68,249576,3781.27,756254,602.4,40.16,602.4,8517.00,0,16-10-2019
1703,62,Female,0,self_employed,142,2,2761,207075,3019.37,603874,4287.6,285.84,4287.6,10754.00,0,NaT
1704,41,Female,2,self_employed,1388,1,1171.75,87881.25,2332.14,466428,10722.9,714.86,10722.9,10598.00,1,30-11-2019
1705,42,Female,,self_employed,1096,3,1076.55,80741.25,2591.35,518270,48724.5,3248.3,48724.5,21477.00,0,07-08-2019
1706,31,Female,0,salaried,1014,2,3511.56,263367,3511.56,702312,6,0.4,6,9166.00,0,17-02-2019
1708,70,Female,0,self_employed,409,2,410.39,30779.25,2241.5,448300,150001.05,10000.07,150001.05,2404.00,1,29-11-2019
1709,24,Male,0,self_employed,1489,2,6296.52,472239,6555.66,1311132,6679.65,445.31,6679.65,14089.00,0,21-12-2019
1710,48,Male,0,self_employed,925,3,3199.71,239978.25,3167.71,633542,10.35,0.69,10.35,9335.00,0,06-12-2019
1712,2,Male,,student,1020,1,1533.06,114979.5,1439.82,287964,4.35,0.29,4.35,2879.00,0,03-12-2019
1713,60,Female,0,self_employed,1020,1,2714.73,203604.75,2662.52,532504,2754.6,183.64,2754.6,4686.00,1,28-12-2019
1714,51,Male,0,self_employed,1020,2,7688.96,576672,4728.98,945796,0.45,0.03,0.45,13292.00,0,25-12-2019
1715,52,Male,0,salaried,531,1,16644.74,1248355.5,12574.08,2514816,48171,3211.4,48171,26052.00,0,06-11-2019
1716,56,Male,1,self_employed,1096,1,56015.4,4201155,54155.14,10831028,1.05,0.07,1.05,113642.00,0,05-12-2019
1719,26,Male,0,student,1525,2,1902.37,142677.75,1610.45,322090,9.9,0.66,9.9,2246.00,0,18-09-2019
1720,38,Male,2,self_employed,1076,2,6836.08,512706,3189.19,637838,27965.1,1864.34,27965.1,5863.00,0,22-12-2019
1721,59,Male,0,self_employed,146,3,7779.95,583496.25,8337.29,1667458,6851.7,456.78,6851.7,16879.00,0,27-12-2019
1722,16,Male,0,student,557,3,5012.96,375972,5012.96,1002592,2.55,0.17,2.55,7.00,0,NaT
1723,33,Male,0,salaried,,3,3663.77,274782.75,4315.58,863116,9644.85,642.99,9644.85,12290.00,0,NaT
1725,48,Female,0,self_employed,1020,2,14718.44,1103883,9582.33,1916466,1746433.95,116428.93,1746433.95,66766.00,0,27-12-2019
1726,55,Female,0,self_employed,1020,2,5540.68,415551,6696.84,1339368,2.85,0.19,2.85,50402.00,0,07-11-2019
1727,61,Male,0,self_employed,1042,3,2423.29,181746.75,2969.55,593910,19286.85,1285.79,19286.85,5900.00,0,10-12-2019
1728,43,Male,0,salaried,1232,2,7776.89,583266.75,8586.56,1717312,21164.1,1410.94,21164.1,23350.00,0,08-11-2019
1729,66,Female,0,self_employed,310,2,3577.53,268314.75,3075.18,615036,32.1,2.14,32.1,5929.00,0,NaT
1730,90,Male,0,retired,1020,1,377.89,28341.75,2757.3,551460,1.35,0.09,1.35,88.00,1,11-10-2019
1731,59,Female,0,self_employed,1020,2,13275.11,995633.25,12834.69,2566938,1080,72,1080,13155.00,0,02-11-2019
1732,80,Female,0,self_employed,834,2,6683.17,501237.75,6646.37,1329274,1.35,0.09,1.35,14367.00,0,17-12-2019
1733,72,Female,,self_employed,1020,2,5301.58,397618.5,6462.6,1292520,37937.1,2529.14,37937.1,13183.00,0,05-12-2019
1734,80,Male,0,retired,623,2,1699.24,127443,1699.24,339848,1.05,0.07,1.05,592.00,0,28-09-2019
1735,54,Male,,self_employed,579,3,12147.07,911030.25,12141.63,2428326,3.6,0.24,3.6,26526.00,0,10-02-2019
1736,65,Female,0,self_employed,762,2,134.04,10053,3005.26,601052,85715.55,5714.37,85715.55,18190.00,1,26-11-2019
1737,21,Male,0,student,409,2,5310.03,398252.25,5310.03,1062006,1.35,0.09,1.35,11608.00,0,NaT
1738,50,Male,0,self_employed,1084,1,19082.83,1431212.25,18149.22,3629844,59735.4,3982.36,59735.4,37978.00,0,31-12-2019
1739,44,Female,0,salaried,623,1,14009.63,1050722.25,14009.63,2801926,10.35,0.69,10.35,30585.00,0,NaT
1740,69,Female,0,self_employed,1096,2,9497.82,712336.5,9346.93,1869386,25291.05,1686.07,25291.05,17826.00,0,29-11-2019
1741,33,Male,0,salaried,334,2,2339.49,175461.75,2282.5,456500,4404.15,293.61,4404.15,5990.00,0,25-12-2019
1742,37,Female,0,self_employed,1322,2,4679.2,350940,4643.08,928616,7.95,0.53,7.95,7739.00,0,08-12-2019
1744,30,Female,0,salaried,1111,1,120133.99,9010049.25,104541.83,20908366,23599.05,1573.27,23599.05,152698.00,0,25-12-2019
1745,3,Male,,student,146,3,10772.77,807957.75,6388.45,1277690,12801.9,853.46,12801.9,7767.00,0,31-12-2019
1746,62,Female,0,salaried,,1,7658.04,574353,14803.77,2960754,41801.1,2786.74,41801.1,9320.00,0,19-12-2019
1747,50,Male,3,self_employed,1043,2,15235.96,1142697,17904.3,3580860,15782.55,1052.17,15782.55,30748.00,1,27-12-2019
1748,38,Male,0,self_employed,56,2,2035.08,152631,2510.81,502162,13074.9,871.66,13074.9,5778.00,0,19-11-2019
1750,34,Male,0,self_employed,1020,3,4843.85,363288.75,5511.1,1102220,8573.1,571.54,8573.1,564.00,0,31-12-2019
1751,66,Male,0,retired,578,3,4617.45,346308.75,8539.67,1707934,24311.85,1620.79,24311.85,8783.00,1,25-12-2019
1752,63,Male,,self_employed,1092,3,3413.84,256038,2945.33,589066,0.15,0.01,0.15,3474.00,0,06-11-2019
1753,33,Male,,self_employed,318,1,3033.54,227515.5,3141.32,628264,4.65,0.31,4.65,9439.00,0,06-06-2019
1754,37,Female,,self_employed,1110,2,10028.45,752133.75,7560.02,1512004,7.65,0.51,7.65,16405.00,0,28-12-2019
1755,22,Male,0,student,684,2,3111.56,233367,3106.05,621210,10.5,0.7,10.5,6838.00,0,18-12-2019
1756,39,Female,0,self_employed,1232,2,3044.22,228316.5,3044.22,608844,6.15,0.41,6.15,6655.00,0,NaT
1758,74,Female,0,self_employed,996,2,4485.38,336403.5,4485.38,897076,7.05,0.47,7.05,9805.00,0,NaT
1759,27,Female,0,student,1271,2,3758.85,281913.75,4282.85,856570,4.65,0.31,4.65,9718.00,0,NaT
1760,41,Male,2,self_employed,146,2,1202.64,90198,1481.73,296346,272866.95,18191.13,272866.95,1594.00,0,22-12-2019
1761,31,Female,1,salaried,334,3,2023.09,151731.75,2522.24,504448,153.9,10.26,153.9,4494.00,0,27-08-2019
1762,77,Male,0,self_employed,609,2,11878.13,890859.75,9975.17,1995034,8.55,0.57,8.55,16021.00,0,24-12-2019
1763,51,Male,0,salaried,146,2,30165.08,2262381,28447.27,5689454,19296,1286.4,19296,94248.00,0,17-12-2019
1765,39,Male,1,salaried,1648,2,1516.93,113769.75,1824.42,364884,132734.1,8848.94,132734.1,4569.00,0,15-11-2019
1766,66,Female,0,self_employed,1096,2,3058.48,229386,2264.25,452850,283.65,18.91,283.65,1942.00,0,02-11-2019
1767,38,Male,0,salaried,1096,1,17829.78,1337233.5,18974.07,3794814,1.95,0.13,1.95,45178.00,0,19-04-2019
1768,39,Female,0,self_employed,,3,3097.8,232335,2915.59,583118,5.85,0.39,5.85,5513.00,0,NaT
1769,48,Female,0,salaried,1048,2,516.13,38709.75,1747.52,349504,34290.45,2286.03,34290.45,2178.00,1,27-12-2019
1770,47,Male,0,salaried,913,2,8691.92,651894,8691.92,1738384,5.1,0.34,5.1,18998.00,0,NaT
1771,45,Male,3,self_employed,491,2,2946.06,220954.5,2673.99,534798,4509.15,300.61,4509.15,5006.00,0,07-12-2019
1772,37,Male,2,salaried,531,2,3258.47,244385.25,3268.69,653738,259.35,17.29,259.35,987.00,0,18-04-2019
1773,54,Male,2,salaried,1020,1,3522.07,264155.25,2136.23,427246,435.6,29.04,435.6,1579.00,0,08-10-2019
1774,41,Male,0,salaried,623,3,6050.92,453819,3929.97,785994,6434.55,428.97,6434.55,2020.00,0,19-11-2019
1775,61,Female,0,self_employed,409,3,2037.36,152802,2037.36,407472,10.05,0.67,10.05,4454.00,0,NaT
1776,27,Male,0,salaried,,3,0.35,26.25,1848.39,369678,54294.6,3619.64,54294.6,8787.00,1,NaT
1777,44,Female,0,salaried,,1,4564.14,342310.5,3928.19,785638,4.5,0.3,4.5,3511.00,0,20-10-2019
1778,17,Male,0,student,1589,2,3461.61,259620.75,3461.61,692322,6.45,0.43,6.45,7436.00,0,18-09-2019
1779,49,Female,0,salaried,563,3,560.57,42042.75,4659.31,931862,374190.15,24946.01,374190.15,22914.00,0,11-12-2019
1780,6,Male,0,student,1258,3,2263.83,169787.25,2263.83,452766,3.6,0.24,3.6,4955.00,0,23-03-2019
1781,34,Female,0,salaried,15,3,1820.69,136551.75,1820.69,364138,9,0.6,9,3980.00,0,NaT
1782,30,Male,0,student,1002,3,404.41,30330.75,5573.99,1114798,154847.85,10323.19,154847.85,18650.00,1,08-12-2019
1783,26,Female,0,student,623,3,3174.36,238077,3174.36,634872,7.65,0.51,7.65,6901.00,0,14-03-2019
1784,27,Female,0,self_employed,,3,3915.99,293699.25,4034.19,806838,8.85,0.59,8.85,4228.00,0,05-10-2019
1785,37,Female,,self_employed,146,3,22972.11,1722908.25,20707.36,4141472,9.9,0.66,9.9,36744.00,0,22-12-2019
1786,53,Female,0,salaried,1096,2,2873.24,215493,2530.79,506158,44598.45,2973.23,44598.45,3145.00,0,26-12-2019
1787,57,Male,0,salaried,1096,2,9188.41,689130.75,11681.32,2336264,20176.8,1345.12,20176.8,29633.00,0,29-12-2019
1788,62,Male,,salaried,1525,3,10579.41,793455.75,4367.52,873504,337.95,22.53,337.95,3592.00,0,12-12-2019
1789,73,Female,,self_employed,721,2,87.64,6573,1970.79,394158,9.9,0.66,9.9,764.00,0,20-10-2019
1790,90,,,self_employed,292,2,46960.79,3522059.25,80025.14,16005028,478147.35,31876.49,478147.35,378527.00,0,25-01-2019
1791,41,Female,0,self_employed,575,3,2224.3,166822.5,2677.33,535466,5327.4,355.16,5327.4,1289.00,0,01-12-2019
1792,41,Male,,self_employed,1494,2,2379.32,178449,2506.37,501274,8.4,0.56,8.4,6685.00,0,18-10-2019
1793,28,Female,0,self_employed,409,2,1885.6,141420,1885.6,377120,9,0.6,9,4129.00,0,21-05-2019
1794,36,Female,0,self_employed,1087,2,2265.1,169882.5,2265.1,453020,3.9,0.26,3.9,4952.00,0,NaT
1795,26,Female,0,salaried,,3,1493.62,112021.5,1723.19,344638,8.55,0.57,8.55,4035.00,0,22-12-2019
1796,46,Male,0,self_employed,834,2,5944.63,445847.25,5944.63,1188926,9.15,0.61,9.15,12995.00,0,NaT
1797,33,Male,,self_employed,703,3,417.52,31314,6044.59,1208918,30797.4,2053.16,30797.4,4321.00,1,10-12-2019
1798,39,Female,0,self_employed,1096,1,4751.16,356337,2322.55,464510,75949.65,5063.31,75949.65,9511.00,0,08-12-2019
1799,43,Male,0,self_employed,363,1,3980.09,298506.75,5142.31,1028462,92795.4,6186.36,92795.4,10914.00,0,31-12-2019
1800,38,Female,0,salaried,1020,2,3449.18,258688.5,3607.19,721438,1.65,0.11,1.65,7043.00,0,26-12-2019
1801,38,Male,0,self_employed,1020,2,2558.24,191868,2127.85,425570,3009.9,200.66,3009.9,20968.00,0,30-12-2019
1802,62,Female,1,self_employed,1525,2,2125.97,159447.75,2317.29,463458,3225.6,215.04,3225.6,3243.00,0,24-12-2019
1803,33,Female,0,self_employed,334,3,6909.33,518199.75,6909.33,1381866,9.45,0.63,9.45,15104.00,0,29-01-2019
1804,14,Female,0,student,15,2,2049.59,153719.25,1766.6,353320,4.5,0.3,4.5,3043.00,0,20-12-2019
1805,36,Female,0,salaried,1096,1,2410.39,180779.25,2924.34,584868,3.9,0.26,3.9,6269.00,1,25-09-2019
1806,29,Female,0,self_employed,15,1,2824.23,211817.25,1437.87,287574,3.6,0.24,3.6,4373.00,0,19-12-2019
1807,75,Male,2,retired,333,2,2180.3,163522.5,2169.74,433948,5098.95,339.93,5098.95,4639.00,0,06-12-2019
1808,59,Male,0,self_employed,1232,2,8978.09,673356.75,12960.59,2592118,428573.4,28571.56,428573.4,59404.00,1,26-11-2019
1809,28,Female,0,student,,3,4264.29,319821.75,3235.69,647138,5114.55,340.97,5114.55,692.00,0,20-12-2019
1810,5,Female,0,student,630,2,2650.9,198817.5,2593.83,518766,8.1,0.54,8.1,7659.00,0,NaT
1811,50,Male,0,self_employed,1046,2,17901.34,1342600.5,13835.22,2767044,21054.3,1403.62,21054.3,36727.00,0,26-12-2019
1812,40,Male,2,self_employed,878,3,1417.83,106337.25,1430.62,286124,5.4,0.36,5.4,976.00,0,05-10-2019
